timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1745478992843,366,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,366,0,0
1745478994340,383,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,383,0,0
1745478995840,388,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,388,0,0
1745478997344,375,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,374,0,0
1745478998845,370,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,369,0,0
1745479000345,383,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,383,0,0
1745479001841,360,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,360,0,0
1745479003345,371,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,371,0,0
1745479004841,372,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,372,0,0
1745479006342,464,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,464,0,3
1745479007841,372,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,372,0,0
1745479009340,366,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,366,0,0
1745479010840,418,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,418,0,0
1745479012343,382,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,382,0,0
1745479013838,357,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,357,0,0
1745479015342,413,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,413,0,0
1745479016839,365,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,365,0,0
1745479018342,392,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,391,0,0
1745479019843,361,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,361,0,0
1745479021343,380,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,379,0,0
1745479022844,351,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,350,0,0
1745479024344,361,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,361,0,0
1745479025843,383,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,383,0,0
1745479027342,385,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,385,0,0
1745479028839,392,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,391,0,0
1745479030341,373,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,373,0,0
1745479031843,376,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,376,0,0
1745479033341,364,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,364,0,0
1745479034839,383,HTTP Request,200,OK,Thread Group conf 3 1-1,text,true,,231,158,1,1,http://localhost:8080/?token=495352458&user=-2105144270&config=3,383,0,0
